scale_factor;engine;query;cache_mode;run_index;elapsed_ms;record_count
SF3;neo4j;Q06;cold;30;96339,267;10
SF3;gql;Q06;cold;1;94574,117;10
SF3;gql;Q06;cold;2;95675,314;10
SF3;gql;Q06;cold;3;94821,758;10
SF3;gql;Q06;cold;4;103224,518;10
SF3;gql;Q06;cold;5;104589,450;10
SF3;gql;Q06;cold;6;134928,214;10
SF3;gql;Q06;cold;7;119243,875;10
SF3;gql;Q06;cold;8;108184,716;10
SF3;gql;Q06;cold;9;119152,309;10
SF3;gql;Q06;cold;10;124530,301;10
SF3;gql;Q06;cold;11;130309,365;10
SF3;gql;Q06;cold;12;138664,532;10
SF3;gql;Q06;cold;13;110978,773;10
SF3;gql;Q06;cold;14;130013,917;10
SF3;gql;Q06;cold;15;139812,554;10
SF3;gql;Q06;cold;16;151728,657;10
SF3;gql;Q06;cold;17;144265,994;10
SF3;gql;Q06;cold;18;138233,349;10
SF3;gql;Q06;cold;19;153516,623;10
SF3;gql;Q06;cold;20;150301,857;10
SF3;gql;Q06;cold;21;145043,334;10
SF3;gql;Q06;cold;22;111921,046;10
SF3;gql;Q06;cold;23;137756,585;10
SF3;gql;Q06;cold;24;136602,127;10
SF3;gql;Q06;cold;25;162501,960;10
SF3;gql;Q06;cold;26;165875,728;10
SF3;gql;Q06;cold;27;145941,788;10
SF3;gql;Q06;cold;28;160936,421;10
SF3;gql;Q06;cold;29;154500,271;10
SF3;gql;Q06;cold;30;154739,502;10
SF3;fuseki;Q07;cold;1;43132,454;10
SF3;fuseki;Q07;cold;2;157708,804;10
SF3;fuseki;Q07;cold;3;139351,649;10
SF3;fuseki;Q07;cold;4;78580,153;10
SF3;fuseki;Q07;cold;5;130688,008;10
SF3;fuseki;Q07;cold;6;144022,337;10
SF3;fuseki;Q07;cold;7;37102,010;10
SF3;fuseki;Q07;cold;8;37300,427;10
SF3;fuseki;Q07;cold;9;37997,942;10
SF3;fuseki;Q07;cold;10;36615,082;10
SF3;fuseki;Q07;cold;11;148151,594;10
SF3;fuseki;Q07;cold;12;168743,941;10
SF3;fuseki;Q07;cold;13;140392,341;10
SF3;fuseki;Q07;cold;14;161338,642;10
SF3;fuseki;Q07;cold;15;48958,424;10
SF3;fuseki;Q07;cold;16;37209,357;10
SF3;fuseki;Q07;cold;17;36235,922;10
SF3;fuseki;Q07;cold;18;36958,845;10
SF3;fuseki;Q07;cold;19;37500,133;10
SF3;fuseki;Q07;cold;20;37227,533;10
SF3;fuseki;Q07;cold;21;37095,124;10
SF3;fuseki;Q07;cold;22;38253,096;10
SF3;fuseki;Q07;cold;23;39154,023;10
SF3;fuseki;Q07;cold;24;39429,454;10
SF3;fuseki;Q07;cold;25;36668,626;10
